timeStamp,elapsed,label,responseCode,dataType,success,bytes,Latency,Connect
1649157779275,31,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,31,0
1649157779225,81,[PET] UPDATE PET BY ID,500,text,false,3962,81,0
1649157779280,26,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3203,26,0
1649157779282,24,[PET] UPDATE PET BY ID,500,text,false,3889,24,0
1649157779278,28,[PET] GET PET BY ID,200,text,true,240,28,0
1649157779278,28,[USER] UPDATE USER BY ID,200,text,true,304,28,0
1649157779232,74,[PET] UPDATE PET BY ID,500,text,false,3962,74,0
1649157779207,101,[STORE] GET ORDER BY ID,500,text,false,3156,101,0
1649157779276,32,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,32,0
1649157779281,27,[PET] GET PET BY ID,200,text,true,240,27,0
1649157779269,39,[PET] GET PET BY ID AFTER UPDATE,500,text,false,3276,39,0
1649157779280,29,[STORE] GET INVENTORY,200,text,true,160,29,0
1649157779280,31,[USER] UPDATE USER BY ID,200,text,true,304,31,0
1649157779282,29,[PET] GET PET BY ID,200,text,true,240,29,0
1649157779281,30,[PET] GET PET BY ID,200,text,true,240,30,0
1649157779283,28,[USER] UPDATE USER BY ID,200,text,true,304,28,0
1649157779281,30,[PET] GET PETS BY STATUS,200,text,true,8456,30,0
1649157779229,83,[STORE] GET ORDER BY ID,500,text,false,3156,83,0
1649157779281,31,[STORE] GET INVENTORY,200,text,true,160,31,0
1649157779259,60,[PET] UPDATE PET BY ID,500,text,false,3962,60,0
1649157779282,39,[STORE] GET INVENTORY,200,text,true,160,39,0
1649157779289,32,[USER] UPDATE USER BY ID,200,text,true,304,32,0
1649157779261,60,[STORE] GET INVENTORY,200,text,true,160,60,0
1649157779288,33,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,33,0
1649157779290,31,[PET] GET PET BY ID,200,text,true,240,31,0
1649157779284,37,[PET] GET PETS BY STATUS,200,text,true,8456,37,0
1649157779284,37,[USER] UPDATE USER BY ID,200,text,true,304,37,0
1649157779284,37,[STORE] GET INVENTORY,200,text,true,160,37,0
1649157779287,34,[PET] GET PET BY ID,200,text,true,240,34,0
1649157779284,37,[PET] GET PETS BY STATUS,200,text,true,8456,37,0
1649157779281,40,[STORE] GET ORDER BY ID,500,text,false,3156,40,0
1649157779278,43,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,43,0
1649157779278,43,[STORE] GET ORDER BY ID AFTER UPDATE,500,text,false,3156,43,0
1649157779280,42,[STORE] GET ORDER BY ID,500,text,false,3156,42,0
1649157779284,38,[PET] UPDATE PET BY ID,500,text,false,3962,38,0
1649157779278,44,[PET] UPDATE PET BY ID,500,text,false,3962,44,0
